70278.0	145242.0	136606	174	138	3	6
101004.0	131656.0	124523	147	92	9	5
104866.0	130431.0	122281	147	92	10	6
40760.0	182135.36363636365	169143	101	151	0	11
44548.0	173863.66666666666	162085	82	151	1	9
46432.0	169803.33333333334	158350	101	151	1	9
46482.0	169719.33333333334	158266	101	151	1	9
47836.0	169200.0	157738	32	151	0	9
57018.0	156073.42857142858	146669	35	124	2	7
64080.0	147539.0	141441	29	69	3	5
66904.0	146266.0	139241	126	66	2	5
67756.0	145417.0	137943	126	125	2	5
71818.0	144330.0	137337	126	66	3	5
71960.0	143147.0	136414	126	69	3	5
73294.0	141068.0	133644	126	125	3	5
78034.0	140124.0	131945	25	88	6	6
88282.0	132120.0	125688	130	93	6	4
49782.0	163638.5	153061	113	138	0	8
51484.0	161951.5	151405	113	138	0	8
51604.0	158550.42857142858	148853	113	138	0	7
55382.0	157644.42857142858	148016	113	130	1	7
57084.0	155957.42857142858	146360	113	130	1	7
57204.0	152476.0	143808	113	130	1	6
61152.0	150264.0	142638	185	130	1	5
63402.0	148788.0	141190	113	130	2	5
63716.0	148187.0	140893	113	130	2	5
71226.0	144405.0	137283	160	78	3	5
74442.0	140284.0	132613	113	138	4	5
78274.0	139200.0	132541	187	70	4	5
81252.0	136012.0	130155	231	94	4	4
