70278.0	145242.0
101004.0	131656.0
104866.0	130431.0
40760.0	182135.36363636365
44548.0	173863.66666666666
46432.0	169803.33333333334
46482.0	169719.33333333334
47836.0	169200.0
57018.0	156073.42857142858
64080.0	147539.0
66904.0	146266.0
67756.0	145417.0
71818.0	144330.0
71960.0	143147.0
73294.0	141068.0
78034.0	140124.0
88282.0	132120.0
49782.0	163638.5
51484.0	161951.5
51604.0	158550.42857142858
55382.0	157644.42857142858
57084.0	155957.42857142858
57204.0	152476.0
61152.0	150264.0
63402.0	148788.0
63716.0	148187.0
71226.0	144405.0
74442.0	140284.0
78274.0	139200.0
81252.0	136012.0
