150158,374,69,8,4,1307,141,960,0.0	
152274,349,81,6,4,1287,153,1090,0.0625	
154917,349,69,5,4,1292,153,1098,0.0625	
137083,261,89,5,5,992,173,1106,0.25	
150422,144,74,3,5,947,176,1217,0.35	
151272,142,106,3,5,946,152,1259,0.35	
147039,130,119,1,6,1138,151,1073,0.33333333333333337	
146937,130,131,1,6,1088,155,1194,0.33333333333333337	
147819,130,136,1,6,1085,155,1116,0.33333333333333337	
151699,89,128,2,7,929,142,1220,0.3928571428571429	
152819,126,125,0,7,1125,158,1178,0.4285714285714286	
153670,130,136,0,7,1093,155,1209,0.3928571428571429	
154782,126,130,0,7,1054,156,1244,0.3928571428571429	
156892,179,145,0,8,990,137,1360,0.40625	
164259,74,141,1,9,867,119,1317,0.5	
164727,74,140,1,9,865,119,1319,0.5	
172799,44,150,2,13,726,130,1396,0.5961538461538461	
175132,44,146,1,13,745,136,1407,0.5769230769230769	
