22300.800000000003	64746.0	140438	120	96	2	6
23124.5	58758.0	151685	130	118	0	6
24765.14285714286	57810.0	153670	130	136	0	7
24786.628571428573	56182.0	152122	126	130	0	7
26481.300000000003	51150.0	160943	74	141	1	8
25356.742857142857	51840.0	158066	80	141	1	7
23080.6	59578.0	154526	103	157	2	5
24625.14285714286	58100.0	152250	130	136	0	7
25028.54285714286	55974.0	161354	93	89	1	7
26614.7	49500.0	157227	74	141	1	8
26835.800000000003	48066.0	163468	93	141	0	8
27907.4	47436.0	163554	146	144	0	9
18427.0	74954.0	131430	187	78	3	4
20607.9	72362.0	133249	172	104	3	5
21141.800000000003	70800.0	139448	130	131	2	5
21316.0	66702.0	142740	131	77	3	5
22237.4	66454.0	139044	105	95	3	6
23059.7	63560.0	146937	130	131	1	6
