41536.0	177787.0	166257	74	140	0	9
42926.0	173184.5	162473	74	141	0	8
43276.0	172913.5	162209	74	141	0	8
43288.0	168074.7142857143	158200	74	124	0	7
43360.0	164839.0	155856	74	124	0	6
43672.0	164444.0	155718	74	124	0	6
44050.0	164272.0	155549	74	124	0	6
45798.0	162574.0	153859	82	124	0	6
46892.0	159651.0	151229	74	124	0	6
49188.0	156786.0	149514	74	124	0	5
49272.0	156054.0	148408	74	124	1	5
49622.0	155783.0	148144	74	124	1	5
50000.0	155611.0	147975	74	124	1	5
50818.0	153178.0	145551	74	124	1	5
53052.0	153142.0	145865	74	124	1	5
55176.0	151821.0	144177	74	125	2	5
55526.0	151550.0	143913	74	125	2	5
56568.0	150527.0	142908	74	124	2	5
61454.0	147882.0	139332	92	125	3	6
63032.0	147861.0	140028	74	145	3	5
64316.0	146897.0	139395	74	145	3	5
65650.0	145546.0	139460	160	78	2	4
67106.0	145423.0	136884	92	125	4	6
67268.0	145301.0	136810	92	125	4	6
68588.0	142096.0	133281	121	125	4	6
70130.0	137737.0	132136	87	78	4	4
75500.0	137177.0	130033	125	64	5	5
75750.0	136984.0	129845	125	64	5	5
80046.0	136959.0	132045	232	46	4	4
91252.0	131753.0	125670	160	62	7	4
102504.0	127485.0	119792	160	107	9	5
103292.0	126766.0	120364	131	86	9	4
