39846.0	184531.72727272726
40054.0	174565.0
40292.0	170114.5
41094.0	167303.0
41734.0	164314.5
41774.0	163642.5
42412.0	163076.5
46036.0	159298.85714285713
46076.0	158626.85714285713
46504.0	157791.85714285713
46544.0	157119.85714285713
47134.0	156984.85714285713
47174.0	156312.85714285713
47812.0	155746.85714285713
50772.0	155465.85714285713
51410.0	154899.85714285713
51614.0	154277.85714285713
51636.0	151942.0
51676.0	151270.0
52582.0	151212.0
52734.0	149628.0
52774.0	148956.0
56332.0	148781.0
57336.0	144808.0
58434.0	142494.0
59456.0	140917.0
59496.0	140245.0
67570.0	137298.0
89110.0	135162.0
91508.0	134751.0
93646.0	132821.0
