182130,22,149,1,13,747,113,1401,0.5961538461538461	
176221,60,153,1,10,810,120,1373,0.55	
163049,102,149,0,7,989,186,1262,0.3571428571428571	
152987,167,93,0,6,1005,163,1306,0.33333333333333337	
151141,204,99,1,5,1056,176,1264,0.25	
147819,130,136,1,6,1085,155,1116,0.33333333333333337	
143005,130,130,2,6,1012,163,1215,0.41666666666666663	
142019,160,135,3,7,952,171,1150,0.4642857142857143	
141758,157,135,3,7,1030,165,1091,0.4642857142857143	
137264,101,98,5,7,917,146,1133,0.4285714285714286	
135377,126,112,4,5,1046,159,1096,0.35	
130303,160,138,6,5,927,147,1085,0.4	
127450,130,125,6,5,999,155,1112,0.35	
165990,146,144,1,10,882,112,1418,0.55	
162178,89,141,1,8,904,119,1305,0.46875	
160487,74,141,2,9,847,110,1217,0.5277777777777778	
153670,130,136,0,7,1093,155,1209,0.3928571428571429	
147216,210,148,2,8,1049,163,1133,0.4375	
143082,274,148,3,6,1093,171,1086,0.375	
148995,108,124,3,8,916,133,1094,0.46875	
152256,108,134,3,8,893,138,1109,0.5	
149792,233,135,1,8,1111,177,1222,0.46875	
148847,204,118,2,5,1049,176,1203,0.25	
143009,274,148,3,6,1094,171,1107,0.375	
138020,265,95,5,4,1111,147,1093,0.1875	
143505,183,147,3,7,937,196,1250,0.5	
142054,166,138,4,7,966,149,1229,0.4642857142857143	
144588,160,138,3,8,952,171,1201,0.5	
145323,342,84,4,6,1141,181,1245,0.45833333333333337	
161080,74,141,2,9,874,110,1196,0.5	
152688,108,126,3,8,898,138,1103,0.5	
160018,107,151,3,9,743,140,1390,0.5	
155918,86,141,2,7,905,119,1170,0.4285714285714286	
155186,204,131,1,7,1041,172,1310,0.4285714285714286	
143659,160,138,4,8,947,167,1197,0.5	
152763,173,112,2,6,1057,166,1160,0.33333333333333337	
157327,83,113,2,6,883,168,1116,0.375	
161288,126,130,0,11,1049,167,1253,0.5454545454545454	
163997,152,145,2,10,827,137,1373,0.55	
147680,162,138,3,8,960,176,1190,0.5	
148076,38,124,4,6,881,136,926,0.33333333333333337	
154705,195,141,1,8,1130,155,1237,0.46875	
155157,164,95,1,7,1153,164,1136,0.3571428571428571	
154293,108,134,3,9,889,130,1118,0.5277777777777778	
156539,181,104,0,7,1116,166,1244,0.3928571428571429	
145129,221,146,5,7,1070,152,1051,0.4285714285714286	
154366,114,153,2,10,960,136,1146,0.525	
164895,175,133,1,11,1005,136,1319,0.5227272727272727	
147010,117,140,5,7,1016,127,1144,0.3928571428571429	
157868,126,96,1,8,1035,147,1179,0.46875	
150249,211,136,2,8,1083,162,1217,0.4375	
154087,181,136,2,8,1055,145,1194,0.46875	
148087,76,101,3,7,990,172,1124,0.4285714285714286	
147222,153,135,3,7,1115,128,1080,0.4285714285714286	
155773,74,141,3,8,855,111,1146,0.46875	
161632,138,127,1,10,1027,162,1203,0.42500000000000004	
165420,123,149,2,9,908,106,1233,0.4722222222222222	
148751,274,148,2,7,1114,181,1123,0.3928571428571429	
149098,115,134,3,8,999,156,985,0.46875	
149427,155,133,4,6,971,143,1174,0.33333333333333337	
160405,30,124,3,8,855,138,1020,0.4375	
154696,75,141,4,8,876,123,1189,0.4375	
155052,121,153,2,10,966,136,1149,0.525	
160190,71,138,2,8,944,124,1207,0.4375	
146887,165,138,5,7,1012,167,1109,0.5	
169930,83,149,3,11,801,114,1313,0.5454545454545454	
151963,167,95,2,7,1090,181,1121,0.4642857142857143	
149537,148,129,3,7,1036,154,1070,0.4285714285714286	
160487,74,145,3,9,831,110,1211,0.5555555555555556	
155564,177,158,2,9,995,154,1271,0.5277777777777778	
160590,193,118,0,8,1203,161,1169,0.34375	
147555,134,140,4,8,1027,156,1159,0.46875	
157952,156,130,2,9,982,142,1272,0.5277777777777778	
149930,203,132,2,6,1145,166,1100,0.33333333333333337	
151780,237,82,6,5,1331,137,792,0.19999999999999996	
153632,79,125,4,8,897,133,1229,0.5	
149891,286,148,2,8,1138,177,1123,0.4375	
153889,274,148,2,9,1100,162,1236,0.5	
164374,90,143,2,8,951,114,1145,0.46875	
156129,176,158,2,9,1003,154,1267,0.5277777777777778	
156197,102,137,3,9,904,142,1135,0.5	
159850,152,145,3,10,863,117,1343,0.55	
156901,119,153,3,8,967,133,982,0.46875	
161743,75,141,3,10,851,118,1236,0.55	
163156,200,144,2,7,973,113,1324,0.3928571428571429	
147725,89,150,5,8,865,116,1198,0.5	
149964,146,138,3,9,1051,152,1171,0.5	
156065,174,149,3,6,1049,127,1257,0.29166666666666663	
149469,151,138,5,7,1046,142,1125,0.4285714285714286	
150705,112,121,4,7,1011,124,1166,0.3928571428571429	
164346,134,161,1,9,1074,158,1203,0.38888888888888884	
156152,169,147,2,10,1009,143,1188,0.5	
156821,257,133,2,9,1087,165,1123,0.5	
151579,183,142,4,7,944,110,1232,0.3928571428571429	
162515,146,144,3,10,863,109,1405,0.55	
153393,201,117,3,7,1062,144,1182,0.3928571428571429	
151460,257,105,3,8,1081,165,1004,0.46875	
150175,131,131,4,8,1008,149,1079,0.4375	
164393,152,133,3,11,843,111,1423,0.5681818181818181	
157204,72,151,4,9,810,117,1324,0.4722222222222222	
