64497.9353884	-36494.6109082	132500	163	139	13	5	799	109	841	0.2363636363636364	
65410.687783199995	-37045.335063	134460	78	143	12	7	717	97	898	0.2077922077922078	
67276.4925509	-37972.14140339999	137937	426	165	6	8	1250	124	1087	0.25	
67792.6702728	-38279.97373769999	139069	397	124	3	6	1363	176	986	0.37878787878787873	
68410.6100294	-38746.2256336	140630	81	148	10	8	673	101	1269	0.2159090909090909	
68884.7656122	-38967.763105	141472	201	166	10	6	1034	113	972	0.25757575757575757	
69325.5937962	-39268.76986549999	142525	75	144	8	8	750	136	1038	0.22727272727272727	
69505.6586918	-39303.639435499994	142709	253	156	5	8	1225	179	1020	0.2727272727272727	
69900.4931251	-39584.873217399996	143667	99	165	7	8	759	125	1042	0.22727272727272727	
70002.7147788	-39615.83411979999	143810	169	164	7	6	1039	115	903	0.2727272727272727	
70104.4223425	-39678.27542929999	144030	155	166	8	7	771	91	1002	0.22077922077922077	
70344.53150920001	-39837.18853639999	144588	96	162	8	6	849	105	1181	0.2272727272727273	
70373.4562286	-39864.3569428	144682	67	152	10	8	724	124	907	0.20454545454545453	
70837.72993829999	-40094.30155309999	145538	155	166	8	9	850	89	1123	0.2121212121212121	
70958.0476315	-40177.928093899995	145850	119	136	8	7	946	105	1085	0.24675324675324675	
71116.8316617	-40238.02785729999	146084	195	157	7	6	1009	132	985	0.28787878787878785	
71186.83963460001	-40287.79182179999	146252	171	156	6	8	970	88	1156	0.26136363636363635	
71368.3073102	-40392.18468829999	146645	166	140	8	6	918	124	1060	0.22727272727272727	
71659.7740525	-40603.7835529	147348	44	161	7	8	656	135	1216	0.19318181818181818	
71937.6246631	-40713.78812179999	147797	166	162	8	7	840	107	1141	0.2077922077922078	
72245.1328889	-40894.54656359999	148451	148	159	9	6	974	116	971	0.22727272727272727	
72440.8608005	-41005.531191899994	148854	148	159	9	6	962	119	980	0.22727272727272727	
72441.55173489999	-41016.9355359	148880	124	160	6	7	946	123	1125	0.27272727272727276	
72506.8971781	-41040.492309999994	148977	153	164	10	9	923	106	853	0.20202020202020202	
72515.18291739999	-41048.84493709999	149025	155	134	5	6	965	133	960	0.24242424242424243	
72782.6826282	-41215.796301	149660	117	80	9	4	823	142	956	0.29545454545454547	
72910.3243358	-41246.6978681	149759	222	146	5	8	1087	90	1105	0.2727272727272727	
72910.52049	-41262.89477109999	149803	177	146	7	8	763	135	1265	0.2159090909090909	
73003.86838789999	-41264.2537387	149842	312	170	4	7	1292	150	1034	0.2987012987012987	
73028.81506669999	-41365.915956	150139	79	152	9	7	773	128	1095	0.23376623376623376	
73275.5174381	-41493.06202399999	150609	114	154	8	9	638	105	1315	0.1717171717171717	
73456.12860720001	-41574.5688684	150920	166	162	9	10	915	79	1012	0.20909090909090908	
73532.09958609998	-41583.26847459999	151003	261	142	7	7	892	148	1262	0.2077922077922078	
73650.4770013	-41643.16780519999	151211	279	165	5	6	1015	141	1180	0.2727272727272727	
73751.1303788	-41769.98495389999	151597	98	165	5	9	1023	150	1092	0.23232323232323232	
73834.0025566	-41831.0309796	151818	57	152	9	8	696	113	1135	0.20454545454545453	
73953.91180589999	-41868.85976879999	151971	138	168	6	9	909	149	1196	0.2424242424242424	
74020.4555024	-41899.76101099999	152114	156	142	8	6	990	134	962	0.22727272727272727	
74038.2862616	-41917.208991	152150	133	164	9	10	733	111	1343	0.16363636363636364	
74140.5050421	-41935.30708739999	152259	241	162	6	7	1228	136	1017	0.3116883116883117	
74361.95980170001	-42099.151144799995	152839	147	127	6	8	899	154	1145	0.26136363636363635	
74377.2880974	-42132.49932239999	152916	74	155	9	9	658	107	1140	0.1717171717171717	
74587.34470259999	-42266.4235907	153389	42	150	5	8	709	133	1332	0.20454545454545453	
74687.2425657	-42284.5669229	153486	135	166	8	7	963	101	991	0.2597402597402597	
74753.5912443	-42299.732029499995	153550	199	180	3	7	1070	177	1029	0.27272727272727276	
74823.70895449999	-42359.75843809999	153790	147	126	8	7	936	120	989	0.1948051948051948	
74899.31969959999	-42414.94873039999	153946	109	167	8	9	866	122	947	0.23232323232323232	
75082.2019659	-42483.6248402	154227	204	171	5	8	1034	150	1099	0.22727272727272727	
75250.27589159999	-42523.96242569999	154451	356	137	3	9	1454	132	926	0.2828282828282828	
75260.8341155	-42601.72261699999	154645	161	164	5	7	951	141	968	0.23376623376623376	
75273.95859269999	-42610.81805799999	154675	153	168	7	7	1033	115	939	0.23376623376623376	
75367.45555829999	-42665.04437509999	154870	148	170	8	7	963	124	972	0.1948051948051948	
75371.1639279	-42702.53095879999	154973	58	161	8	10	689	119	1269	0.18181818181818182	
75451.68957409999	-42715.84559539999	155083	147	126	8	7	920	120	997	0.1948051948051948	
75458.26973569999	-42718.456919299984	155062	143	170	8	7	925	119	1007	0.20779220779220778	
75540.4531779	-42766.626115099985	155254	143	144	8	7	926	136	1004	0.2077922077922078	
75631.6923311	-42782.02120869999	155324	235	173	7	8	849	139	1070	0.18181818181818182	
75647.41748569999	-42826.83022369999	155486	147	126	8	7	908	123	1006	0.1948051948051948	
75697.32691349999	-42855.57905539999	155577	143	144	8	7	934	132	1000	0.2077922077922078	
75709.40262349999	-42890.311954799996	155665	67	157	9	8	834	103	1113	0.19318181818181818	
75804.6538359	-42916.63522309999	155810	145	128	8	7	919	128	994	0.1948051948051948	
75935.87664460001	-42984.25356179999	156030	159	171	6	7	1030	130	968	0.23376623376623376	
76198.2752835	-43120.713078299996	156544	193	161	6	8	864	147	1234	0.20454545454545456	
76216.8549594	-43159.478792099995	156663	122	148	6	10	782	123	1048	0.1909090909090909	
76352.54892059999	-43240.451638599996	156936	105	176	7	8	850	127	1045	0.22727272727272727	
76447.3220489	-43273.77738749999	157140	173	90	6	7	935	94	1098	0.2077922077922078	
76480.8929296	-43309.3105647	157195	118	168	6	8	878	138	1184	0.25	
76614.280997	-43371.11581249999	157435	151	168	8	8	911	107	1163	0.20454545454545456	
76750.79994509999	-43462.7642823	157750	112	172	9	9	808	106	1090	0.19191919191919193	
76959.70271499999	-43569.10309569999	158151	147	168	7	8	949	118	1117	0.20454545454545453	
76973.46005929999	-43628.168442099995	158316	15	161	7	10	503	137	1405	0.15454545454545454	
77052.7944876	-43667.113067399994	158464	32	161	6	9	609	125	1344	0.1717171717171717	
77596.7881388	-43930.99944189999	159463	145	170	7	8	896	121	999	0.18181818181818182	
78204.49337859999	-44274.94329999999	160714	147	168	7	8	909	122	1049	0.19318181818181818	
78316.76167499999	-44345.355714699996	160993	136	126	7	8	919	132	1028	0.18181818181818182	
78887.8557235	-44655.887940299996	162100	166	169	6	10	833	98	1342	0.16363636363636364	
78995.16724089999	-44717.254041999986	162325	163	168	7	9	921	138	951	0.1818181818181818	
79066.71483810002	-44766.913165499995	162526	147	127	6	8	977	137	1141	0.20454545454545453	
79150.694788	-44811.705008499994	162693	153	126	7	8	932	129	1041	0.18181818181818182	
79186.9051539	-44833.65998459999	162741	146	162	6	11	933	98	1211	0.2066115702479339	
79259.69830599999	-44847.274472799996	162822	215	165	7	7	1152	130	1085	0.23376623376623376	
79354.2395474	-44926.12669539999	163086	151	157	7	9	911	121	1034	0.1717171717171717	
79381.60666949999	-44977.417670499985	163228	56	168	7	9	795	104	1058	0.1818181818181818	
79579.53319049999	-45053.032374599985	163539	153	168	6	9	781	111	1179	0.1818181818181818	
79599.69804809999	-45061.639509899986	163576	161	164	6	9	804	126	1163	0.1717171717171717	
79668.9336345	-45118.2530124	163763	115	167	6	8	870	109	1100	0.20454545454545453	
79787.91562	-45118.713069699996	163841	296	150	4	10	1105	114	1303	0.21818181818181817	
79809.81825499999	-45179.16896759999	164008	166	159	6	9	845	101	1270	0.1717171717171717	
79877.08542969999	-45235.74270519999	164189	115	168	7	9	866	115	1037	0.1818181818181818	
79944.97718449999	-45305.2723758	164413	37	161	6	10	647	126	1325	0.16363636363636364	
80054.90145979999	-45327.17174829999	164549	143	144	7	8	892	123	1050	0.18181818181818182	
80058.20093379999	-45329.28779379999	164566	145	129	7	9	993	127	988	0.1818181818181818	
80068.8614917	-45368.81730039999	164647	52	167	7	10	789	113	1001	0.16363636363636364	
80172.77796319999	-45387.81994429999	164761	161	157	5	11	741	115	1361	0.15702479338842976	
80438.9927652	-45542.49655019999	165312	147	171	6	9	963	112	1031	0.1818181818181818	
80522.7143245	-45592.51669789999	165502	145	153	5	10	889	122	1220	0.20909090909090908	
80790.8020162	-45734.21883389999	166017	168	168	6	10	1011	108	990	0.19090909090909092	
80949.0024173	-45838.335389	166389	134	155	5	10	842	103	1322	0.16363636363636364	
81170.4076592	-45963.803288799994	166836	134	166	4	10	868	102	1319	0.17272727272727273	
84466.3395108	-47828.528057799995	173630	149	140	4	10	863	118	1320	0.16363636363636364	
