64497.9353884	-36494.6109082	132500	163	139	13	5
65410.687783199995	-37045.335063	134460	78	143	12	7
67276.4925509	-37972.14140339999	137937	426	165	6	8
67792.6702728	-38279.97373769999	139069	397	124	3	6
68410.6100294	-38746.2256336	140630	81	148	10	8
68884.7656122	-38967.763105	141472	201	166	10	6
69325.5937962	-39268.76986549999	142525	75	144	8	8
69505.6586918	-39303.639435499994	142709	253	156	5	8
69900.4931251	-39584.873217399996	143667	99	165	7	8
70002.7147788	-39615.83411979999	143810	169	164	7	6
70104.4223425	-39678.27542929999	144030	155	166	8	7
70344.53150920001	-39837.18853639999	144588	96	162	8	6
70373.4562286	-39864.3569428	144682	67	152	10	8
70837.72993829999	-40094.30155309999	145538	155	166	8	9
70958.0476315	-40177.928093899995	145850	119	136	8	7
71116.8316617	-40238.02785729999	146084	195	157	7	6
71186.83963460001	-40287.79182179999	146252	171	156	6	8
71368.3073102	-40392.18468829999	146645	166	140	8	6
71659.7740525	-40603.7835529	147348	44	161	7	8
71937.6246631	-40713.78812179999	147797	166	162	8	7
72245.1328889	-40894.54656359999	148451	148	159	9	6
72440.8608005	-41005.531191899994	148854	148	159	9	6
72441.55173489999	-41016.9355359	148880	124	160	6	7
72506.8971781	-41040.492309999994	148977	153	164	10	9
72515.18291739999	-41048.84493709999	149025	155	134	5	6
72782.6826282	-41215.796301	149660	117	80	9	4
72910.3243358	-41246.6978681	149759	222	146	5	8
72910.52049	-41262.89477109999	149803	177	146	7	8
73003.86838789999	-41264.2537387	149842	312	170	4	7
73028.81506669999	-41365.915956	150139	79	152	9	7
73275.5174381	-41493.06202399999	150609	114	154	8	9
73456.12860720001	-41574.5688684	150920	166	162	9	10
73532.09958609998	-41583.26847459999	151003	261	142	7	7
73650.4770013	-41643.16780519999	151211	279	165	5	6
73751.1303788	-41769.98495389999	151597	98	165	5	9
73834.0025566	-41831.0309796	151818	57	152	9	8
73953.91180589999	-41868.85976879999	151971	138	168	6	9
74020.4555024	-41899.76101099999	152114	156	142	8	6
74038.2862616	-41917.208991	152150	133	164	9	10
74140.5050421	-41935.30708739999	152259	241	162	6	7
74361.95980170001	-42099.151144799995	152839	147	127	6	8
74377.2880974	-42132.49932239999	152916	74	155	9	9
74587.34470259999	-42266.4235907	153389	42	150	5	8
74687.2425657	-42284.5669229	153486	135	166	8	7
74753.5912443	-42299.732029499995	153550	199	180	3	7
74823.70895449999	-42359.75843809999	153790	147	126	8	7
74899.31969959999	-42414.94873039999	153946	109	167	8	9
75082.2019659	-42483.6248402	154227	204	171	5	8
75250.27589159999	-42523.96242569999	154451	356	137	3	9
75260.8341155	-42601.72261699999	154645	161	164	5	7
75273.95859269999	-42610.81805799999	154675	153	168	7	7
75367.45555829999	-42665.04437509999	154870	148	170	8	7
75371.1639279	-42702.53095879999	154973	58	161	8	10
75451.68957409999	-42715.84559539999	155083	147	126	8	7
75458.26973569999	-42718.456919299984	155062	143	170	8	7
75540.4531779	-42766.626115099985	155254	143	144	8	7
75631.6923311	-42782.02120869999	155324	235	173	7	8
75647.41748569999	-42826.83022369999	155486	147	126	8	7
75697.32691349999	-42855.57905539999	155577	143	144	8	7
75709.40262349999	-42890.311954799996	155665	67	157	9	8
75804.6538359	-42916.63522309999	155810	145	128	8	7
75935.87664460001	-42984.25356179999	156030	159	171	6	7
76198.2752835	-43120.713078299996	156544	193	161	6	8
76216.8549594	-43159.478792099995	156663	122	148	6	10
76352.54892059999	-43240.451638599996	156936	105	176	7	8
76447.3220489	-43273.77738749999	157140	173	90	6	7
76480.8929296	-43309.3105647	157195	118	168	6	8
76614.280997	-43371.11581249999	157435	151	168	8	8
76750.79994509999	-43462.7642823	157750	112	172	9	9
76959.70271499999	-43569.10309569999	158151	147	168	7	8
76973.46005929999	-43628.168442099995	158316	15	161	7	10
77052.7944876	-43667.113067399994	158464	32	161	6	9
77596.7881388	-43930.99944189999	159463	145	170	7	8
78204.49337859999	-44274.94329999999	160714	147	168	7	8
78316.76167499999	-44345.355714699996	160993	136	126	7	8
78887.8557235	-44655.887940299996	162100	166	169	6	10
78995.16724089999	-44717.254041999986	162325	163	168	7	9
79066.71483810002	-44766.913165499995	162526	147	127	6	8
79150.694788	-44811.705008499994	162693	153	126	7	8
79186.9051539	-44833.65998459999	162741	146	162	6	11
79259.69830599999	-44847.274472799996	162822	215	165	7	7
79354.2395474	-44926.12669539999	163086	151	157	7	9
79381.60666949999	-44977.417670499985	163228	56	168	7	9
79579.53319049999	-45053.032374599985	163539	153	168	6	9
79599.69804809999	-45061.639509899986	163576	161	164	6	9
79668.9336345	-45118.2530124	163763	115	167	6	8
79787.91562	-45118.713069699996	163841	296	150	4	10
79809.81825499999	-45179.16896759999	164008	166	159	6	9
79877.08542969999	-45235.74270519999	164189	115	168	7	9
79944.97718449999	-45305.2723758	164413	37	161	6	10
80054.90145979999	-45327.17174829999	164549	143	144	7	8
80058.20093379999	-45329.28779379999	164566	145	129	7	9
80068.8614917	-45368.81730039999	164647	52	167	7	10
80172.77796319999	-45387.81994429999	164761	161	157	5	11
80438.9927652	-45542.49655019999	165312	147	171	6	9
80522.7143245	-45592.51669789999	165502	145	153	5	10
80790.8020162	-45734.21883389999	166017	168	168	6	10
80949.0024173	-45838.335389	166389	134	155	5	10
81170.4076592	-45963.803288799994	166836	134	166	4	10
84466.3395108	-47828.528057799995	173630	149	140	4	10
