484356	1069	171	8	15	4903	718	4568	0.1166666666666667	
494022	887	172	3	18	4802	689	4647	0.20833333333333337	
489426	1067	171	6	18	4623	810	4733	0.29166666666666663	
480276	752	175	9	18	4452	694	4606	0.23611111111111116	
478886	1034	176	9	17	4630	694	4721	0.27941176470588236	
483478	1330	119	6	16	5014	803	4641	0.1875	
483991	1316	153	6	15	5054	797	4626	0.15000000000000002	
484356	1069	171	8	15	4903	718	4568	0.1166666666666667	
483065	1196	171	9	15	4813	730	4532	0.15000000000000002	
481728	1154	176	10	14	4758	748	4681	0.1964285714285714	
476948	1071	186	11	15	4751	711	4360	0.15000000000000002	
478412	1187	160	11	14	4840	791	4568	0.0714285714285714	
466130	1170	135	13	14	4641	678	4598	0.1785714285714286	
483740	948	164	10	15	4722	683	4495	0.1333333333333333	
479955	1232	121	12	14	4896	771	4548	0.1071428571428571	
474488	1060	94	14	15	4828	697	4420	0.1333333333333333	
490417	1178	203	6	18	4789	779	4557	0.23611111111111116	
484355	1014	196	8	20	4619	666	4715	0.19999999999999996	
479852	1062	171	12	16	4841	684	4419	0.140625	
500012	1217	150	5	18	4833	809	4679	0.25	
482167	1201	170	9	18	4728	658	4841	0.2222222222222222	
501351	865	197	5	20	4563	722	4670	0.3125	
491667	1131	185	7	15	4835	760	4544	0.15000000000000002	
501179	886	171	6	19	4596	859	4560	0.3026315789473685	
514395	1128	158	5	19	4764	669	4759	0.23684210526315785	
510619	1213	183	5	20	4824	738	4702	0.23750000000000004	
478900	1008	196	11	20	4471	660	4616	0.22499999999999998	
520691	1200	192	3	22	4827	713	4866	0.34090909090909094	
504132	1080	159	7	19	4647	841	4631	0.26315789473684215	
477298	1284	150	20	15	4570	761	4388	0.19999999999999996	
483222	1480	100	12	14	5240	760	4442	0.0892857142857143	
483203	1572	169	12	14	4962	745	4764	0.125	
488016	1289	150	6	19	4798	808	4781	0.26315789473684215	
478706	1159	168	9	17	4841	777	4580	0.17647058823529416	
505093	963	176	4	19	4994	703	4453	0.26315789473684215	
479717	1323	188	16	14	5120	728	4351	0.0892857142857143	
491199	1245	169	7	14	5101	729	4487	0.0714285714285714	
487661	1210	185	8	15	5074	752	4555	0.08333333333333337	
495422	1124	171	9	18	4685	766	4595	0.23611111111111116	
490588	1252	99	10	16	4592	687	4993	0.1875	
518000	1061	183	8	22	4499	766	4884	0.2954545454545454	
481005	1306	165	10	16	4930	673	4691	0.203125	
494200	1277	189	9	19	4628	749	4913	0.2763157894736842	
501265	1178	203	4	18	5049	753	4608	0.23611111111111116	
499461	1178	182	6	18	4832	729	4725	0.26388888888888884	
494826	1042	176	9	19	4590	719	4758	0.2763157894736842	
482474	1060	171	11	16	4865	697	4474	0.140625	
480991	1480	160	15	15	5207	753	4443	0.1333333333333333	
507883	1090	195	6	19	4793	721	4642	0.22368421052631582	
