493311.0	0.0	482820	567	138	0	10
238877.0	66000.0	229959	166	174	22	10
244324.0	54000.0	235642	258	166	18	9
271807.0	51000.0	262540	255	166	17	10
287644.0	48000.0	278432	244	166	16	10
294677.0	45000.0	285845	168	166	15	10
298020.0	42000.0	288618	282	166	14	10
319972.0	39000.0	311618	118	147	13	10
333393.0	36000.0	326210	347	104	12	7
346942.0	33000.0	340592	118	80	11	8
353634.0	27000.0	343833	393	153	9	10
377083.0	24000.0	369688	207	80	8	9
399876.0	21000.0	392048	452	114	7	7
420455.0	18000.0	409997	474	174	6	10
427886.0	15000.0	416869	461	176	5	11
460145.0	12000.0	448974	547	153	4	11
486142.0	9000.0	474958	408	112	3	13
