328.2975	21.9	118619	11	121	15	6
346.2375	21.05	121395	7	164	13	7
358.2725	20.950000000000003	126509	5	160	14	8
366.84250000000003	20.700000000000003	129537	6	164	13	8
399.095	17.9	143038	6	156	10	10
310.54	44.349999999999994	107516	67	162	16	5
311.315	30.85	107926	31	160	15	6
325.785	22.5	121514	32	82	9	6
303.6125	77.25	106845	164	141	16	5
308.63	72.1	114752	167	81	12	6
310.9925	34.5	112797	44	110	17	6
312.435	23.450000000000003	117574	25	70	14	4
368.27	18.15	140508	20	63	10	5
391.44	17.95	143576	11	122	10	8
403.6275	16.65	148051	11	128	8	6
