131027,53,56,9,5,519,129,1134,0.55	
133530,53,49,8,5,533,134,1140,0.5	
140126,53,49,7,5,546,129,1219,0.5	
140355,53,35,7,5,575,153,1154,0.44999999999999996	
145272,53,73,6,6,553,127,1238,0.5416666666666667	
147389,53,73,6,6,574,133,1211,0.5	
146760,53,108,5,7,562,137,1298,0.5357142857142857	
142677,53,39,5,5,628,136,1212,0.4	
148032,53,108,4,7,577,147,1309,0.5	
152204,53,67,4,6,615,138,1334,0.45833333333333337	
151543,53,115,4,6,612,135,1287,0.45833333333333337	
154007,53,115,3,6,630,151,1303,0.45833333333333337	
149724,53,72,3,6,652,140,1246,0.45833333333333337	
154496,53,115,3,6,638,135,1306,0.45833333333333337	
159025,53,125,2,8,603,158,1367,0.53125	
159874,53,115,2,7,630,135,1350,0.5	
156960,53,115,2,6,653,154,1322,0.45833333333333337	
157799,68,115,2,6,690,147,1317,0.45833333333333337	
149172,74,140,2,6,748,135,1439,0.41666666666666663	
148779,74,140,2,6,752,131,1439,0.41666666666666663	
148142,74,141,2,6,763,125,1434,0.41666666666666663	
148375,74,141,2,6,793,135,1350,0.375	
146669,75,145,2,5,808,142,1354,0.35	
147391,74,140,2,5,815,135,1343,0.30000000000000004	
157334,74,140,1,7,779,138,1434,0.4642857142857143	
151340,75,145,1,6,810,134,1415,0.41666666666666663	
152565,74,140,1,7,799,122,1425,0.4285714285714286	
155384,74,133,1,6,809,127,1422,0.41666666666666663	
152936,74,140,1,7,802,121,1423,0.4285714285714286	
155755,74,133,1,6,812,126,1420,0.41666666666666663	
152253,74,140,1,6,818,135,1405,0.375	
150272,74,143,1,7,816,121,1412,0.3928571428571429	
152488,75,141,0,6,829,134,1414,0.375	
156410,74,140,0,7,871,123,1382,0.3928571428571429	
164978,138,114,0,6,988,141,1358,0.33333333333333337	
159958,94,140,0,7,1009,144,1258,0.25	
154908,133,107,0,6,1051,144,1281,0.16666666666666663	
