44388.7	58848.0
45261.0	52608.0
46649.6	46548.0
47889.5	46536.0
48421.2	40774.0
49655.9	40596.0
50100.0	34858.28571428572
50877.7	34032.0
50988.2	28764.0
52238.4	28406.0
52551.3	28370.0
53713.7	22562.0
53812.4	22430.0
54165.6	22370.0
54249.5	17083.5
54947.4	16620.0
55178.0	16598.0
57256.9	16514.0
59776.2	16120.0
59936.9	16072.0
60430.2	16000.0
61869.5	15870.0
61910.9	15804.0
62252.1	15420.0
62737.4	10441.714285714286
63139.0	10108.0
63251.5	10035.428571428572
63346.4	10024.0
63436.6	10023.428571428572
63531.5	10012.0
63550.3	9870.0
63895.2	9809.142857142857
64154.8	3858.0
67193.0	3833.1428571428573
73603.8	3692.0
74523.8	3228.0
75535.8	2728.0
