44388.7	58848.0	131027	53	56	9	5
45261.0	52608.0	133530	53	49	8	5
46649.6	46548.0	140126	53	49	7	5
47889.5	46536.0	140355	53	35	7	5
48421.2	40774.0	145272	53	73	6	6
49655.9	40596.0	147389	53	73	6	6
50100.0	34858.28571428572	146760	53	108	5	7
50877.7	34032.0	142677	53	39	5	5
50988.2	28764.0	148032	53	108	4	7
52238.4	28406.0	152204	53	67	4	6
52551.3	28370.0	151543	53	115	4	6
53713.7	22562.0	154007	53	115	3	6
53812.4	22430.0	149724	53	72	3	6
54165.6	22370.0	154496	53	115	3	6
54249.5	17083.5	159025	53	125	2	8
54947.4	16620.0	159874	53	115	2	7
55178.0	16598.0	156960	53	115	2	6
57256.9	16514.0	157799	68	115	2	6
59776.2	16120.0	149172	74	140	2	6
59936.9	16072.0	148779	74	140	2	6
60430.2	16000.0	148142	74	141	2	6
61869.5	15870.0	148375	74	141	2	6
61910.9	15804.0	146669	75	145	2	5
62252.1	15420.0	147391	74	140	2	5
62737.4	10441.714285714286	157334	74	140	1	7
63139.0	10108.0	151340	75	145	1	6
63251.5	10035.428571428572	152565	74	140	1	7
63346.4	10024.0	155384	74	133	1	6
63436.6	10023.428571428572	152936	74	140	1	7
63531.5	10012.0	155755	74	133	1	6
63550.3	9870.0	152253	74	140	1	6
63895.2	9809.142857142857	150272	74	143	1	7
64154.8	3858.0	152488	75	141	0	6
67193.0	3833.1428571428573	156410	74	140	0	7
73603.8	3692.0	164978	138	114	0	6
74523.8	3228.0	159958	94	140	0	7
75535.8	2728.0	154908	133	107	0	6
